Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location
0.06,24,6,285,Wood,5.89,18.31,No,No,No,Roadways,No,Working Class,No
0.85,17,7,234,Wood,4.6,12.19,No,No,Yes,Roadways,No,Wealthy,No
0.26,23,6,1094,,5.23,18.98,No,No,No,Roadways,Yes,Working Class,No
0.64,,4,206,Clay,3.47,16.03,No,No,No,Roadways,Yes,Working Class,
0.37,30,8,19296,Brass,87.19,76.47,No,No,No,Waterways,No,Working Class,Yes
,20,9,6659,Bronze,72.89,28.6,Yes,No,No,Waterways,No,Working Class,No
0.64,35,20,42716,Bronze,283.26,78.49,Yes,No,Yes,Roadways,No,Working Class,No
0.28,34,6,7737,Bronze,16.79,37.29,Yes,Yes,No,Airways,No,Wealthy,No
0.16,21,13,2461,Clay,3.18,12.81,No,Yes,No,Roadways,Yes,Working Class,No
0.23,,7,434,Aluminium,4.99,23.52,Yes,No,Yes,,No,Working Class,No
0.27,45,9,311,Wood,4.47,10.12,No,Yes,Yes,,No,Working Class,
0.31,25,8,13248,Brass,49.59,48.81,Yes,No,Yes,Waterways,No,Working Class,No
0.99,24,8,8787,Bronze,35.64,65.55,No,Yes,Yes,Airways,No,Working Class,
0.2,49,27,,Bronze,202.17,71.05,No,No,No,,No,Working Class,No
,,,1219693,,1366.66,47.73,No,No,No,Roadways,No,Working Class,
,,7,,Bronze,15.15,99.14,No,Yes,Yes,Roadways,No,Wealthy,No
0.29,41,19,1770,Wood,5.38,19.11,No,No,Yes,Roadways,No,Working Class,No
0.15,10,5,8971,Marble,24,90.61,Yes,No,Yes,Waterways,No,Working Class,No
,15,6,109,Wood,6.97,19.52,No,No,No,,No,Wealthy,No
,34,7,432011,Stone,1534.42,49.17,No,Yes,No,Roadways,No,Wealthy,No
0.71,11,8,4373,Brass,24.57,10,No,Yes,No,Airways,No,Wealthy,Yes
0.2,21,,234,,3.98,17.05,No,No,Yes,,No,Working Class,
,,,,Clay,3.13,11.63,No,No,No,Roadways,Yes,Wealthy,No
0.88,19,8,104636,Marble,417.42,82.77,No,No,No,Waterways,No,Working Class,No
0.42,19,6,107509,,368.63,34.61,No,No,No,Roadways,No,Wealthy,No
0.78,31,11,2690,Aluminium,6.26,24.74,Yes,Yes,Yes,Airways,No,Working Class,No
0.71,30,23,8752,Clay,41.28,52.65,Yes,Yes,Yes,Airways,Yes,Working Class,No
0.76,23,,152,Wood,6.27,11.34,No,No,Yes,Airways,No,Working Class,Yes
0.8,6,5,80,Aluminium,5.87,20.42,Yes,No,No,Airways,No,Working Class,No
0.42,35,21,8315,Clay,5.98,98.45,No,No,Yes,,Yes,Working Class,No
0.4,14,8,860,Clay,3.3,24.57,No,Yes,No,Roadways,Yes,Wealthy,No
0.18,5,5,,Bronze,5.95,13.71,No,Yes,No,,No,Wealthy,Yes
0.12,30,16,8850,Clay,36.67,80.74,Yes,No,Yes,Waterways,Yes,Working Class,Yes
0.84,4,3,10,Wood,4.66,15.71,No,No,Yes,Roadways,No,Working Class,No
0.03,49,15,51529,Bronze,142.6,48.98,No,No,Yes,,No,Wealthy,No
0.42,,4,41,Wood,5.84,12.62,No,Yes,No,Airways,No,Wealthy,No
0.36,28,,,Clay,5.54,11.12,No,No,Yes,Roadways,Yes,Working Class,
0.52,31,10,725,Wood,3.82,10.64,No,No,Yes,,No,Wealthy,No
0.08,8,5,33,Wood,5.92,11.59,Yes,No,No,Waterways,No,Working Class,No
0.35,25,9,1168,Aluminium,5.91,10.07,No,No,No,,No,Working Class,
0.27,13,7,,Stone,107.5,27.64,No,No,Yes,Roadways,No,Working Class,No
0.6,40,15,4876,Aluminium,14.25,18.2,No,No,No,Roadways,No,Working Class,No
,29,11,413334,Marble,1446.12,70.08,Yes,Yes,No,Airways,No,Working Class,
0.25,25,9,537081,Stone,2282.38,80.18,No,No,Yes,Roadways,No,Working Class,Yes
0.58,5,3,62,Clay,5.4,15.89,No,Yes,No,Roadways,Yes,Wealthy,No
0.01,9,4,,,11.24,11.53,Yes,No,No,Waterways,No,Working Class,
0.22,34,14,734,Wood,5.66,14.83,No,No,No,,No,Working Class,
0.54,58,11,3130,Aluminium,7.92,23.99,No,No,Yes,Waterways,No,Working Class,No
,34,21,1501681,Marble,3170.32,37.76,No,Yes,Yes,,No,Working Class,No
0.81,16,8,852,Clay,5.6,18.01,No,No,Yes,Waterways,Yes,Wealthy,No
0.4,17,6,132,Aluminium,6.39,12.63,No,No,No,Waterways,No,Working Class,No
0.11,,7,559,Clay,6.92,11.28,No,No,No,Airways,Yes,Working Class,No
0.6,21,13,1628,Aluminium,10.5,19.97,Yes,No,No,,No,Working Class,No
0.85,28,,440,Wood,6.28,13.93,No,No,Yes,,No,Working Class,No
0.49,29,15,837159,Marble,1660.08,58.58,No,No,No,,No,Working Class,No
0.72,28,9,850310,Stone,4816.24,27.93,Yes,Yes,No,Airways,No,Working Class,No
0.44,10,5,243,Aluminium,5.51,15.41,No,Yes,Yes,Airways,No,Working Class,No
0.25,9,,5372,Marble,7.31,74.54,No,No,No,Roadways,No,Wealthy,No
0.84,23,11,13823,Bronze,10.43,35.11,Yes,No,No,Waterways,No,Wealthy,Yes
0.39,3,3,164,,4.56,22.96,Yes,Yes,No,Airways,No,Wealthy,No
0.21,39,26,115073,Bronze,151.72,60.82,No,No,No,,No,Working Class,No
0.56,12,8,797,Clay,3.47,18.87,No,No,Yes,Roadways,Yes,Working Class,No
0.93,6,4,32,Wood,5.06,18.09,No,No,Yes,Waterways,No,Working Class,No
0.68,22,10,,Clay,19.3,15.95,No,Yes,No,Airways,Yes,Wealthy,Yes
0.08,22,11,10438,Bronze,14.36,44.32,No,No,Yes,Waterways,No,Working Class,Yes
0.06,43,9,33757,Brass,14.34,48.83,No,No,No,Roadways,No,Working Class,No
0.79,16,6,689,Clay,6.32,14.91,No,No,No,Roadways,Yes,Working Class,Yes
0.72,42,7,3475,Clay,21.05,14.52,Yes,Yes,Yes,Airways,Yes,Wealthy,No
0.04,31,12,5309,Clay,12.22,72.86,Yes,Yes,No,Airways,Yes,Working Class,Yes
0.77,37,6,2492,Clay,15.98,19.6,No,No,No,Roadways,Yes,Working Class,Yes
0.51,46,10,1407706,Marble,3272.87,85.37,Yes,No,No,Airways,Yes,Working Class,No
0.85,20,9,908,Aluminium,4.49,24.18,No,Yes,No,Airways,No,Wealthy,
,8,4,5191,Stone,16.33,97.57,No,No,No,Roadways,No,Working Class,
0.48,9,5,63,Wood,5.13,20.07,No,No,No,Roadways,No,Working Class,No
0.92,15,8,,Bronze,4.22,20.3,Yes,No,No,Waterways,No,Working Class,No
0.53,13,6,1976,Bronze,12.08,24.46,No,No,No,Roadways,No,Working Class,Yes
0.03,14,8,1108,Clay,5.47,12.99,Yes,No,No,Roadways,Yes,Working Class,
0.2,42,16,98291,Brass,206.3,53.08,Yes,No,No,Waterways,No,Working Class,No
0.47,6,5,,Bronze,4.76,20.32,No,No,No,,No,Working Class,No
0.35,35,,170581,Brass,521.45,48.13,No,No,Yes,Waterways,No,Working Class,No
0.84,,7,,Wood,6.19,16.15,No,Yes,Yes,Roadways,No,Working Class,No
0.83,20,6,562,Clay,6.06,13.87,No,No,No,Waterways,Yes,Working Class,Yes
0.39,11,6,233,Aluminium,3.82,20.69,No,No,No,Roadways,No,Working Class,No
0.25,33,28,88862,Bronze,43.68,56.89,Yes,Yes,Yes,Airways,No,Wealthy,No
0.37,16,7,188,Wood,4.89,17.26,No,Yes,No,Roadways,No,Wealthy,No
0.08,24,20,637,Wood,5.23,12.64,Yes,Yes,Yes,Airways,No,Working Class,No
0.93,17,8,92844,Marble,291.18,95.16,No,No,No,Roadways,No,Working Class,No
0.68,8,5,87,Aluminium,3.05,20.55,Yes,No,Yes,Waterways,No,Working Class,No
0.63,16,6,2111,Bronze,8.87,23.05,No,No,No,Roadways,No,Wealthy,No
0.08,15,7,783,Clay,4.13,21.46,No,No,Yes,Roadways,Yes,Working Class,No
0.1,10,4,146,Aluminium,6.67,22.69,Yes,No,No,Airways,No,Working Class,No
0.17,22,12,389987,Marble,1325.12,61.98,No,No,Yes,Airways,No,Wealthy,Yes
0.36,15,8,18757,Marble,26.85,74.67,No,Yes,No,Roadways,No,Wealthy,No
0.39,19,7,259,Wood,3.19,22.75,Yes,No,Yes,Waterways,No,Working Class,No
,28,13,2343,Clay,4.39,12.6,Yes,Yes,No,Airways,Yes,Wealthy,
0.16,21,9,201924,,264.68,65.27,No,No,No,Roadways,No,Working Class,No
0.14,15,8,3911,Brass,14.12,18.68,No,Yes,No,Airways,No,Working Class,No
0.11,16,8,153774,Stone,95.59,53.76,Yes,No,No,,No,Working Class,No
0.34,14,6,2708,Brass,6.79,10.25,No,No,No,,No,Working Class,No
,49,10,,Wood,4.87,23.98,Yes,No,No,Waterways,No,Working Class,No
0.05,14,6,,Marble,19.86,49.89,Yes,No,No,,No,Wealthy,No
0.65,,11,26111,,113.22,77.46,Yes,No,Yes,,No,Wealthy,Yes
0.39,9,4,756,Brass,3.59,18.63,Yes,Yes,Yes,Airways,No,Working Class,No
0.64,37,,213,Wood,6.77,21.75,Yes,No,Yes,,No,Working Class,No
0.34,16,7,3360,Bronze,8.16,10.86,No,No,Yes,Roadways,No,Working Class,Yes
0.94,4,4,51,Aluminium,3.9,24.61,Yes,Yes,Yes,Airways,No,Working Class,No
,16,6,32209,Marble,35.54,83.12,No,No,No,Roadways,No,Wealthy,No
0.59,39,9,5539,Clay,8.45,72.73,No,Yes,Yes,Airways,Yes,Wealthy,No
0.11,12,8,58613,Stone,186.29,59.95,Yes,No,No,Airways,No,Working Class,No
0.41,30,6,1027,Aluminium,5.82,12.86,No,No,Yes,,No,Working Class,No
0.19,11,6,55,Wood,3.32,22.03,No,No,No,Roadways,No,Working Class,No
0.26,21,11,10714,Bronze,31.61,58.14,Yes,Yes,Yes,Airways,No,Wealthy,No
0.55,26,9,13938,Bronze,90.36,30.54,No,No,No,Roadways,No,Working Class,No
0.88,34,15,1647,Aluminium,3.78,23.65,No,No,No,Roadways,No,Working Class,Yes
0.29,22,6,4947,Brass,6.41,12.54,No,No,No,Roadways,No,Working Class,No
0.41,12,8,18600,Marble,26.45,31.01,No,No,No,Roadways,No,Working Class,No
0.36,24,15,,Brass,23.51,66.19,Yes,No,Yes,Waterways,No,Working Class,No
0.87,23,16,1258488,Stone,4850.98,71.87,Yes,No,No,Waterways,No,Working Class,Yes
0.32,11,6,1176,Brass,5.73,22.12,Yes,No,No,Waterways,No,Wealthy,No
0.66,28,13,6262,Bronze,37.29,78,No,Yes,Yes,Airways,No,Wealthy,No
,16,8,4998,,12.98,19.57,No,Yes,No,,No,Working Class,
0.56,29,11,1571,Aluminium,6.92,10.36,No,No,No,Roadways,No,Working Class,No
0.92,16,7,3068,,5.8,16.02,No,Yes,Yes,,No,Working Class,No
0.13,12,8,816,Clay,5.24,24.07,No,No,No,,Yes,Wealthy,No
0.16,4,4,516,Marble,3.67,13.91,No,No,Yes,,No,Working Class,No
0.92,24,12,797724,Stone,1052.44,39.74,Yes,No,Yes,Waterways,No,Working Class,No
0.22,25,22,37710,Bronze,47.45,65.94,No,No,No,Roadways,No,Working Class,No
0.46,23,8,3215,Bronze,8.39,25,No,No,Yes,Waterways,No,Working Class,No
,18,9,133,Wood,4.59,23.45,No,No,No,,No,Working Class,No
0.83,14,7,1175,Clay,5.16,13.17,No,Yes,Yes,Airways,Yes,Wealthy,No
0.93,26,13,508,Wood,5.39,11.08,Yes,No,No,Waterways,No,Working Class,No
0.27,8,4,425,Brass,4.05,21.97,No,No,No,Airways,No,Wealthy,No
0.3,26,9,1981,Clay,6.83,24.29,No,No,Yes,Waterways,Yes,Working Class,Yes
0.38,3,2,90,Marble,6.81,24.35,No,No,No,Roadways,No,Working Class,No
0.93,4,4,60,Aluminium,6.39,24.05,No,No,No,Airways,No,Working Class,No
0.58,20,11,,Stone,950.96,89.62,No,Yes,No,Airways,No,Wealthy,Yes
0.43,26,6,131171,Marble,947.48,63.8,Yes,No,No,Waterways,No,Working Class,Yes
0.21,12,8,37380,Marble,46.55,80.59,No,Yes,No,Roadways,No,Working Class,No
,29,6,640,Aluminium,4.33,13.76,Yes,No,No,Waterways,No,Working Class,
0.47,13,7,238,Aluminium,3.57,23.84,No,No,No,Waterways,No,Working Class,No
0.89,21,6,60587,Marble,299.41,81.42,No,Yes,No,Airways,No,Wealthy,No
0.56,28,12,738586,,4135.51,52.57,Yes,No,No,,No,Working Class,No
0.17,29,17,6351,Clay,9.75,48.36,Yes,No,No,Roadways,Yes,Working Class,No
0.47,13,,3368,Brass,5.24,11.83,No,No,No,Roadways,No,Working Class,No
0.56,10,,84,Aluminium,6.95,21.3,No,No,Yes,,No,Wealthy,No
0.39,15,6,1726,Bronze,8.07,13.94,Yes,Yes,Yes,Airways,No,Working Class,No
0.65,36,22,1980,Wood,6.58,17.82,No,No,No,Roadways,No,Wealthy,No
,19,9,3886,Bronze,5.88,12.29,No,Yes,No,Airways,No,Wealthy,No
0.42,20,10,,Aluminium,6.57,10.58,Yes,Yes,No,,No,Working Class,Yes
0.25,12,7,3077,Brass,4.26,14.69,No,Yes,No,Airways,No,Working Class,No
,21,9,165624,Marble,601.18,61.16,No,Yes,No,Roadways,No,Working Class,No
,14,8,150906,Stone,1264.15,40.01,No,Yes,No,Roadways,No,Working Class,No
0.76,5,3,33,Aluminium,4.18,24.37,Yes,Yes,No,Airways,No,Working Class,No
0.81,14,6,560,Clay,3.34,13.84,No,No,No,Roadways,Yes,Working Class,No
0.81,13,8,4362,Brass,20.78,21.83,Yes,No,No,Airways,No,Working Class,
0.98,22,12,3990,Clay,6.99,10.96,Yes,No,No,Waterways,Yes,Working Class,No
0.62,61,14,,Clay,26.99,91.56,No,Yes,No,Airways,Yes,Working Class,No
0.17,16,7,798,Clay,4.04,11.34,No,No,No,Waterways,Yes,Working Class,Yes
0.46,19,7,8167,Brass,17.76,91.02,Yes,No,No,Roadways,No,Wealthy,No
,35,25,77966,,498.17,84.03,No,No,Yes,Roadways,No,Working Class,Yes
0.44,34,18,2735,Aluminium,4.89,12.61,Yes,Yes,Yes,Airways,No,Wealthy,No
0.52,29,8,318,Wood,4.17,24.27,No,Yes,No,,No,Working Class,No
0.21,26,19,2070263,Stone,2340.58,96.05,Yes,Yes,Yes,Airways,No,Working Class,Yes
0.05,28,,1486,Aluminium,5.18,20.94,No,No,No,,No,Working Class,No
0.25,40,12,2109,Aluminium,4.77,24.76,No,No,Yes,Roadways,No,Working Class,No
0.2,12,8,,Brass,3.24,10.86,No,Yes,Yes,Roadways,No,Wealthy,No
0.39,17,,2296,,7.02,14.2,Yes,No,No,Waterways,No,Working Class,No
0.49,7,4,130,Clay,6.28,24.65,No,No,Yes,Roadways,Yes,Working Class,No
0.19,4,3,450,Marble,5.26,24.34,No,No,No,Roadways,No,Working Class,No
0.1,35,17,3175976,Marble,3037.69,28.03,No,No,No,Airways,No,Working Class,No
0.13,7,4,53,Aluminium,4.74,10.96,Yes,No,No,,No,Working Class,Yes
0.26,14,8,98617,,208.85,63.56,No,No,Yes,Roadways,No,Working Class,
0.48,26,12,425182,Marble,509.33,78.22,No,No,No,Roadways,No,Working Class,No
0.87,19,9,4537,Bronze,36.02,18.54,No,No,No,Roadways,No,Working Class,
0.21,51,,247279,,855.03,95.82,Yes,No,Yes,Airways,No,Working Class,
0.69,44,15,3135956,Marble,10201.28,27.45,Yes,No,Yes,,Yes,Working Class,No
0.41,,7,298,Clay,5.67,21.61,Yes,No,No,Waterways,Yes,Working Class,
0.97,30,9,316,Wood,3.59,17.54,No,No,Yes,Roadways,No,Working Class,No
0.16,46,15,108046,Brass,468.46,27.43,No,No,No,Roadways,No,Wealthy,
0.33,14,8,160,Wood,4.48,22.07,No,No,No,Waterways,No,Working Class,No
0.9,30,14,3149773,Stone,14175.18,64.48,No,Yes,Yes,Roadways,No,Working Class,No
0.52,25,14,483,Wood,6.47,11.07,No,No,Yes,Roadways,No,Working Class,No
,12,7,3667,Brass,6.62,17.38,No,No,No,Roadways,No,Working Class,No
,22,6,969,Clay,8.88,11.9,No,Yes,No,Airways,Yes,Working Class,No
0.12,11,7,2041,Bronze,3.28,24.3,Yes,Yes,Yes,Airways,No,Wealthy,No
0.49,16,8,773,,5.77,18.65,Yes,No,Yes,Airways,No,Working Class,No
0.14,17,10,225707,Stone,522.66,48.07,Yes,No,Yes,Airways,No,Working Class,Yes
0.39,24,8,2151,Clay,8.13,19.71,No,Yes,Yes,Airways,Yes,Wealthy,No
0.33,41,26,293070,Brass,940.28,29.82,No,No,Yes,Waterways,No,Working Class,Yes
0.08,10,5,84,Wood,6.6,10.72,No,No,Yes,,No,Working Class,Yes
0.39,4,3,46,,4,12.62,No,No,No,Roadways,Yes,Working Class,No
0.66,26,,43625,Brass,418.78,78.24,Yes,No,No,Waterways,No,Working Class,No
0.65,31,8,230,Wood,5.71,17.31,Yes,No,Yes,Waterways,No,Working Class,No
0.8,21,,6059,Bronze,8.61,37.95,Yes,Yes,No,,No,Wealthy,No
0.36,37,9,,Bronze,23.86,54.28,No,No,Yes,Roadways,No,Working Class,
0.49,12,6,2003,Brass,6.87,22.76,Yes,No,Yes,Waterways,No,Working Class,No
0.8,21,8,1140,Clay,4.69,13.78,No,No,Yes,,Yes,Working Class,No
0.63,41,28,284664,Brass,1406.93,52.97,No,Yes,No,Airways,No,Wealthy,
0.26,26,6,167037,Marble,415.28,27.16,No,Yes,Yes,Airways,No,Working Class,No
0.18,6,4,29,Wood,5.02,10.92,Yes,No,No,Waterways,No,Working Class,No
0.94,7,5,197,Clay,5.1,15.22,No,No,Yes,,Yes,Working Class,
0.1,30,17,1233,Wood,6.05,17.3,No,No,Yes,Roadways,No,Working Class,No
,4,,,Aluminium,5.71,18.38,No,No,No,,No,Working Class,No
0.34,33,12,49445,Brass,104.95,78.63,No,No,Yes,Roadways,No,Working Class,No
0.65,,23,,Stone,98670.21,56.57,No,No,Yes,Roadways,No,Working Class,No
0.23,32,16,,Clay,10.42,20.4,Yes,No,Yes,Waterways,Yes,Working Class,Yes
,33,8,768259,Stone,1043.13,46.68,No,Yes,No,Airways,No,Wealthy,
0.21,15,8,89921,Stone,239.54,85.99,No,No,Yes,Roadways,No,Wealthy,No
0.39,7,4,1637,Marble,10.28,24.23,No,Yes,No,Airways,No,Wealthy,No
0.75,21,8,,Brass,12.12,69.08,No,No,No,Roadways,No,Working Class,No
0.22,15,7,578,Aluminium,4.95,14.71,No,Yes,No,,No,Wealthy,
0.49,7,,5046,Stone,10.31,70.65,No,Yes,Yes,,No,Wealthy,
0.58,14,7,3482,,21.13,22.26,Yes,Yes,No,Airways,No,Working Class,No
0.97,20,9,5691,Brass,41.13,28.23,No,Yes,Yes,Airways,No,Wealthy,No
0.13,13,8,2578,Bronze,7.4,22.76,No,Yes,No,Roadways,No,Wealthy,No
0.18,,20,3423,Aluminium,15.71,17.95,No,Yes,No,,No,Working Class,Yes
0.17,3,,3,Wood,3.08,12.67,No,No,Yes,Roadways,No,Working Class,Yes
0.32,20,9,1802,Clay,6.87,18.32,No,Yes,No,Airways,Yes,Working Class,No
0.01,13,6,804,Clay,3.46,13.58,No,No,No,Roadways,Yes,Working Class,No
0.52,33,,83445,Brass,335.83,90.89,Yes,No,No,Waterways,No,Working Class,No
0.8,21,8,3883,Bronze,14.84,21.6,Yes,No,No,Waterways,No,Working Class,No
,29,24,,Brass,531.54,95.62,No,No,No,Roadways,No,Working Class,
0.79,14,7,2608,Bronze,9.67,12.13,No,No,No,Airways,No,Working Class,Yes
0.16,41,14,1101,Aluminium,5.52,22.36,Yes,No,No,Waterways,No,Working Class,No
0.8,3,2,8,Clay,6.58,17.57,No,No,No,Roadways,Yes,Working Class,Yes
0.3,15,8,,Wood,5.48,11.61,Yes,No,Yes,Waterways,No,Working Class,Yes
0.36,15,,271,,5.7,18.82,No,No,No,Waterways,Yes,Working Class,No
0.53,9,5,684,Bronze,3.97,19.92,No,No,No,Roadways,No,Working Class,No
0.44,12,8,25008,Marble,107.14,37.44,No,No,Yes,Roadways,No,Wealthy,No
0.25,9,5,675,Bronze,5.86,22.29,No,No,Yes,Roadways,No,Working Class,No
0.88,,13,6921,Clay,40.14,86.94,Yes,Yes,Yes,Airways,Yes,Wealthy,No
0.76,23,13,16068,Bronze,145.08,98.27,No,No,No,Roadways,No,Working Class,No
0.39,26,16,2439,Aluminium,3.85,18.79,Yes,No,No,Waterways,No,Working Class,No
0.59,8,5,2930,Marble,6.75,10.19,No,No,No,Airways,No,Working Class,No
0.98,49,18,6212,Aluminium,13.3,36.92,No,No,Yes,Airways,No,Working Class,
0.43,8,5,275,Bronze,4.82,20.1,Yes,No,No,Waterways,No,Working Class,
0.83,20,9,435811,Stone,293.35,87.29,No,Yes,Yes,Roadways,No,Wealthy,Yes
0.55,,7,1844,Bronze,6.44,11.37,Yes,No,No,,No,Working Class,
,7,5,95,Clay,4.74,13.52,No,No,No,,Yes,Wealthy,No
0.44,16,7,244,Aluminium,5.02,23.81,Yes,No,Yes,Waterways,No,Working Class,No
0.55,11,6,24742,Stone,118.49,47.2,Yes,No,No,Waterways,No,Working Class,No
0,24,9,335,Wood,5.96,19.9,Yes,No,No,Waterways,No,Working Class,No
0.26,19,,82487,Marble,272.36,91.99,No,No,Yes,,No,Working Class,
0.19,,8,1005,Aluminium,4.22,17.76,No,No,No,Roadways,No,Working Class,No
,,7,227,Wood,4.85,13.87,No,No,No,Roadways,No,Wealthy,No
0.12,29,7,,Marble,390.69,39.12,No,No,No,,No,Wealthy,
0.56,7,4,2903,,6.11,24.48,Yes,Yes,No,Airways,No,Wealthy,No
0.14,15,7,73,Wood,4.36,23.15,No,No,No,Roadways,No,Working Class,No
,59,15,,,89.97,32.65,No,No,No,Waterways,No,Working Class,Yes
0.02,17,8,1057,Clay,3.25,16.29,Yes,No,Yes,Waterways,Yes,Working Class,
0.19,36,11,2263,Aluminium,3.5,21.71,No,No,No,Roadways,No,Wealthy,No
0.01,4,4,965,Stone,3.64,10.97,Yes,No,Yes,,No,Wealthy,No
0.24,18,9,7189,Bronze,23.38,50.38,No,Yes,No,Airways,No,Wealthy,No
0.19,34,6,872,Aluminium,5.41,21.09,No,No,No,Roadways,No,Wealthy,No
0.94,6,4,503,,6.08,23.78,No,No,Yes,,No,Working Class,Yes
0.6,23,7,1737,Clay,8.76,22.74,Yes,No,Yes,Waterways,Yes,Working Class,No
0.47,31,7,690,Aluminium,5.46,13.55,No,No,Yes,Roadways,No,Working Class,Yes
0.86,10,5,1585,Brass,5.33,11.64,Yes,Yes,No,Airways,No,Wealthy,
0.54,11,7,112,Wood,4.27,23.69,No,No,No,Airways,No,Working Class,
,10,5,13667,,12.42,31.79,No,No,No,,No,Working Class,
0.51,23,8,1313,Clay,3.64,17.57,Yes,Yes,No,,Yes,Wealthy,No
0.72,13,6,237,Aluminium,4.75,24.48,No,No,No,Roadways,No,Working Class,No
0.63,20,8,7744,Bronze,28.08,70.21,No,Yes,No,,No,Wealthy,Yes
0.99,4,4,29,Wood,6.52,12.52,No,No,No,Airways,No,Working Class,No
0.34,4,4,206,Brass,6.51,11.54,No,No,No,Roadways,No,Working Class,No
0.63,16,7,1612,Bronze,3.33,15.36,No,No,No,Roadways,No,Working Class,No
0.01,28,,7386,Clay,8.66,25.61,No,No,Yes,Roadways,Yes,Working Class,No
0.33,17,6,391,Aluminium,3.94,11.56,Yes,No,Yes,Waterways,No,Working Class,No
0.46,26,10,8275,Brass,13.11,50.4,Yes,No,Yes,Airways,No,Working Class,No
0.45,36,8,430,Wood,3.79,10.41,No,Yes,Yes,Airways,No,Wealthy,No
0.63,4,4,,,6.21,11.27,No,No,No,Roadways,Yes,Working Class,No
,4,4,,Wood,4.52,12.05,No,Yes,No,Airways,No,Working Class,
0.41,14,,322,Aluminium,4.45,22.44,No,No,Yes,Airways,No,Working Class,
0.43,18,9,1738,Clay,5.98,13.03,Yes,No,No,Waterways,Yes,Working Class,Yes
0.02,6,4,74,Clay,6.4,10.84,Yes,No,No,Waterways,Yes,Working Class,No
0.23,8,5,41,Aluminium,5.33,18.14,No,No,No,Roadways,No,Wealthy,No
0.71,17,10,128807,Marble,1021.99,87.26,No,Yes,No,,No,Working Class,No
0.23,50,20,,Brass,864.52,62.2,Yes,No,No,,No,Working Class,No
0.84,30,9,482,Wood,6.63,20.96,No,Yes,No,Airways,No,Working Class,
0.56,23,15,774,Wood,6.89,22.78,Yes,No,Yes,Roadways,No,Working Class,Yes
0.68,12,6,785,Clay,6.11,13.57,No,Yes,Yes,Airways,Yes,Wealthy,No
0.07,4,3,37,Clay,3.41,16.27,No,No,No,Waterways,Yes,Working Class,Yes
0.55,9,5,215,Clay,6.68,14.59,No,Yes,Yes,Airways,Yes,Working Class,No
0.07,9,5,134,Aluminium,3.52,19.3,Yes,No,Yes,Waterways,No,Working Class,No
0.2,12,7,442,Aluminium,5.67,21.77,Yes,No,Yes,Waterways,No,Working Class,No
,4,3,131,Brass,3.06,19.49,No,No,Yes,Airways,No,Wealthy,No
0.64,5,4,48,Wood,3.85,16.47,No,Yes,No,,No,Wealthy,No
,36,28,110246,,55.3,43.43,Yes,Yes,No,,No,Wealthy,No
0.74,14,8,,,14.88,22.84,No,No,No,,No,Working Class,
,25,6,153,Wood,4.35,24.74,Yes,No,No,Waterways,No,Working Class,Yes
0.13,38,7,14328,Brass,10.98,41.93,No,Yes,Yes,Airways,No,Wealthy,No
0.91,66,19,120253,Bronze,183.47,49.01,No,No,No,Airways,Yes,Working Class,No
0.03,,11,9913,Bronze,10.36,91.21,Yes,No,No,,No,Working Class,
0.53,41,,61820,Brass,247.45,53.04,No,No,No,Waterways,No,Working Class,
0.29,9,5,104,Wood,3.66,14.06,No,No,No,Roadways,No,Wealthy,No
0.2,15,7,239,Wood,6.24,12.64,No,Yes,No,Airways,No,Working Class,Yes
,48,17,200945,Brass,316.72,33.52,No,No,No,Roadways,No,Working Class,No
0.49,57,8,922,Wood,5.37,15.02,Yes,No,No,Waterways,No,Working Class,No
0.18,10,4,783,Brass,5.8,22.68,No,Yes,Yes,Roadways,No,Wealthy,
0.6,9,4,138,Clay,6.1,22.7,No,No,Yes,Roadways,Yes,Working Class,No
0.41,7,,767,Brass,6.83,22.62,No,No,Yes,,No,Working Class,No
,11,8,520,Clay,4.14,11.67,Yes,No,Yes,Waterways,Yes,Working Class,No
,3,3,84,Bronze,6.32,20.05,No,No,Yes,,No,Wealthy,No
0.55,3,3,107,Marble,5.43,13.43,No,Yes,No,Roadways,No,Working Class,
1,23,10,705048,Stone,5786.5,47.52,No,Yes,No,Roadways,No,Wealthy,No
,37,,13920,Bronze,34.54,40.81,Yes,Yes,Yes,Airways,No,Working Class,No
0.48,10,4,100,,4.29,11.5,No,No,Yes,Waterways,No,Working Class,No
0.28,19,8,,Wood,6.29,22.56,No,Yes,No,Roadways,No,Wealthy,No
0.38,,6,153,Wood,3.53,24.43,No,Yes,No,Airways,No,Working Class,No
0.86,13,6,14856,Marble,64.28,82.15,Yes,No,Yes,Waterways,No,Working Class,No
0.57,15,6,43379,Marble,239.09,37.78,No,Yes,Yes,Airways,No,Wealthy,No
0.78,12,6,1948,Bronze,7.54,20.79,No,No,Yes,,No,Working Class,
0.02,8,4,426,Bronze,6.58,17.07,No,No,Yes,Airways,No,Working Class,No
0.61,26,10,20303,Brass,43.06,83.55,No,No,Yes,Roadways,No,Wealthy,No
0.78,26,7,1803,Clay,6.73,18.49,No,No,No,,Yes,Working Class,
0.11,31,6,5949,,11.95,56.02,Yes,Yes,Yes,Airways,No,Wealthy,Yes
